target;aX;aY;aZ;gX;gY;gZ
1;0.024;0.223;0.616;58.533;-25.146;-112.61
1;0.006;0.127;0.634;53.284;-30.151;-109.985
1;-0.022;0.027;0.675;46.143;-37.537;-104.675
1;-0.072;-0.014;0.704;39.307;-46.631;-98.694
1;-0.107;-0.033;0.762;29.785;-57.861;-90.698
1;-0.157;-0.089;0.883;19.47;-65.186;-81.238
1;-0.255;-0.151;1.021;12.451;-65.186;-74.28
1;-0.353;-0.157;1.117;10.071;-59.021;-69.397
1;-0.364;-0.149;1.178;9.277;-48.34;-60.608
1;-0.303;-0.168;1.218;9.155;-31.555;-49.072
1;-0.245;-0.243;1.225;11.414;-10.925;-43.335
1;-0.228;-0.286;1.214;14.954;2.808;-45.044
1;-0.209;-0.317;1.223;17.7;9.705;-49.805
1;-0.218;-0.36;1.238;21.484;16.968;-56.335
1;-0.235;-0.422;1.251;27.71;28.625;-63.721
1;-0.26;-0.501;1.266;33.569;42.236;-71.167
1;-0.271;-0.55;1.278;36.926;55.054;-78.064
1;-0.322;-0.63;1.276;42.114;68.787;-84.717
1;-0.351;-0.706;1.24;48.584;82.153;-92.651
1;-0.378;-0.791;1.179;56.274;92.834;-98.083
1;-0.428;-0.867;1.109;64.209;94.36;-99.304
1;-0.459;-0.936;1.02;73.486;89.294;-98.267
1;-0.499;-1.022;0.924;84.595;80.872;-93.811
1;-0.502;-1.107;0.821;92.224;68.665;-86.182
1;-0.463;-1.189;0.728;93.079;55.847;-74.036
1;-0.392;-1.238;0.645;87.28;43.274;-58.472
1;-0.304;-1.229;0.593;72.51;29.053;-44.189
1;-0.23;-1.19;0.603;50.171;13.428;-32.654
1;-0.198;-1.085;0.668;22.827;-1.709;-22.156
1;-0.169;-0.931;0.748;-4.211;-14.282;-11.78
1;-0.161;-0.763;0.849;-25.513;-24.353;-0.671
1;-0.163;-0.611;0.969;-38.452;-32.104;11.108
1;-0.129;-0.482;1.067;-41.87;-37.354;25.269
1;-0.051;-0.355;1.12;-38.635;-37.964;38.086
1;0.035;-0.249;1.125;-33.691;-31.494;45.898
1;0.104;-0.15;1.107;-31.555;-18.921;47.791
1;0.191;-0.073;1.048;-29.846;-0.61;47.18
1;0.301;-0.005;0.973;-26.245;17.517;45.532
1;0.394;0.032;0.888;-21.545;30.823;41.992
1;0.45;0.045;0.813;-16.296;36.926;36.316
1;0.481;0.057;0.75;-11.292;34.668;29.419
1;0.49;0.045;0.717;-6.287;25.391;23.315
1;0.479;0.017;0.702;-0.427;14.587;18.86
1;0.459;-0.02;0.694;4.761;5.676;13.794
1;0.429;-0.065;0.688;7.263;0.122;6.775
1;0.385;-0.119;0.703;4.944;-1.892;-0.305
1;0.328;-0.17;0.741;-2.075;-1.282;-5.92
1;0.266;-0.213;0.777;-9.949;0.366;-9.644
1;0.215;-0.249;0.822;-15.991;-0.549;-10.559
1;0.166;-0.274;0.88;-21.118;-4.639;-8.423
1;0.133;-0.27;0.928;-25.146;-8.972;-4.456
1;0.128;-0.248;0.973;-27.161;-11.719;0.183
1;0.125;-0.222;1.03;-28.503;-12.695;4.517
1;0.117;-0.204;1.088;-28.442;-10.864;7.629
1;0.123;-0.186;1.117;-25.879;-7.08;9.583
1;0.142;-0.156;1.131;-22.156;-3.723;11.047
1;0.161;-0.146;1.124;-17.822;-0.305;13.123
1;0.192;-0.136;1.095;-13;2.197;14.343
1;0.237;-0.122;1.062;-9.705;2.747;14.832
1;0.263;-0.113;1.036;-8.484;2.991;14.587
1;0.281;-0.103;1.004;-7.446;3.54;12.817
1;0.296;-0.091;0.963;-6.958;3.235;10.071
1;0.305;-0.083;0.937;-6.409;1.343;7.874
1;0.299;-0.085;0.928;-6.042;-0.977;5.859
1;0.275;-0.085;0.917;-5.92;-3.235;3.418
1;0.258;-0.079;0.918;-6.165;-6.042;2.563
1;0.243;-0.079;0.937;-7.385;-8.789;4.272
1;0.224;-0.068;0.956;-7.874;-10.254;6.409
1;0.218;-0.06;0.963;-7.141;-9.583;7.751
1;0.21;-0.056;0.961;-6.348;-7.812;7.568
1;0.201;-0.055;0.954;-5.31;-5.676;5.737
1;0.191;-0.061;0.949;-5.005;-3.052;2.93
1;0.19;-0.068;0.943;-5.005;-0.61;0.916
1;0.201;-0.063;0.935;-5.066;1.404;0.122
1;0.207;-0.064;0.94;-4.578;1.648;-0.488
1;0.206;-0.066;0.951;-4.456;0.854;-0.977
1;0.203;-0.068;0.961;-4.15;0.427;-1.099
1;0.195;-0.073;0.968;-3.052;-0.122;-1.343
1;0.183;-0.085;0.966;-1.404;-1.16;-1.953
1;0.167;-0.104;0.968;0.366;-1.831;-2.136
1;0.146;-0.116;0.966;0.854;-2.686;-2.319
1;0.138;-0.13;0.961;0.854;-2.258;-1.77
1;0.139;-0.135;0.958;0.061;-1.526;0.244
1;0.161;-0.118;0.961;-2.38;-0.916;3.723
1;0.188;-0.101;0.974;-4.7;-1.404;7.019
1;0.203;-0.08;0.982;-5.249;-2.686;8.667
1;0.217;-0.061;0.99;-5.005;-4.15;9.155
1;0.229;-0.049;0.995;-4.578;-3.723;9.094
1;0.244;-0.04;0.984;-3.54;-1.587;8.057
1;0.261;-0.032;0.965;-3.357;0.366;6.47
1;0.278;-0.025;0.951;-3.479;2.38;4.639
1;-0.45;-1.042;1.404;17.395;8.423;13.855
1;-0.503;-1.174;1.384;22.156;15.991;15.503
1;-0.536;-1.277;1.321;26.306;23.193;19.043
1;-0.556;-1.341;1.222;28.625;27.649;26.733
1;-0.58;-1.428;1.143;27.405;27.954;38.574
1;-0.601;-1.496;1.045;23.132;25.146;50.72
1;-0.614;-1.5;0.937;14.648;21.973;65.552
1;-0.589;-1.495;0.854;2.747;16.296;86.426
1;-0.554;-1.449;0.796;-12.451;12.39;111.45
1;-0.528;-1.333;0.736;-29.846;10.498;136.23
1;-0.502;-1.187;0.674;-47.058;9.155;158.569
1;-0.497;-1.017;0.602;-63.354;8.24;176.758
1;-0.486;-0.801;0.484;-77.637;7.874;191.284
1;-0.418;-0.531;0.368;-88.745;6.226;203.674
1;-0.404;-0.275;0.29;-95.337;1.099;212.708
1;-0.335;0.094;0.186;-96.619;-5.92;217.957
1;-0.203;0.499;0.101;-89.6;-19.104;218.567
1;-0.139;0.86;0.065;-75.684;-39.246;212.952
1;-0.094;1.198;0.081;-61.707;-58.289;198.12
1;-0.114;1.533;0.106;-52.673;-64.331;172.424
1;-0.143;1.816;0.079;-51.575;-51.758;145.02
1;-0.147;2.073;-0.03;-56.824;-24.78;122.864
1;0.049;2.261;-0.149;-68.542;3.235;110.413
1;0.336;2.394;-0.198;-93.384;25.208;111.511
1;0.653;2.504;-0.104;-134.338;40.955;126.282
1;0.889;2.738;0.141;-178.894;32.593;141.052
1;1.147;3.04;0.595;-208.191;8.423;149.048
1;1.373;3.251;1.198;-212.219;-18.738;144.958
1;1.563;3.226;1.72;-184.753;-30.029;121.704
1;1.566;2.999;1.918;-125.305;-14.771;78.918
1;1.392;2.655;1.751;-44.25;8.85;20.325
1;1.058;2.251;1.433;30.518;13.245;-37.292
1;0.762;1.843;1.106;83.984;7.629;-75.623
1;0.534;1.512;0.818;119.202;0.671;-90.698
1;0.329;1.239;0.604;135.864;-15.503;-94.727
1;0.199;1.056;0.487;136.78;-33.875;-97.412
1;0.129;0.992;0.431;126.526;-41.87;-96.985
1;0.11;0.944;0.402;109.802;-38.574;-91.919
1;0.121;0.897;0.393;93.75;-24.78;-86.121
1;0.158;0.869;0.386;79.285;-13.062;-83.13
1;0.189;0.868;0.366;66.345;-9.216;-81.421
1;0.214;0.942;0.322;57.312;-10.986;-79.834
1;0.227;1.082;0.309;50.72;-19.653;-79.407
1;0.158;1.129;0.371;46.57;-34.607;-77.82
1;0.156;1.214;0.446;46.143;-47.119;-74.768
1;0.157;1.259;0.54;48.401;-54.321;-76.782
1;0.187;1.177;0.636;53.955;-52.246;-81.787
1;0.232;1.004;0.678;62.5;-43.274;-90.759
1;0.239;0.849;0.666;77.393;-34.363;-101.135
1;0.214;0.702;0.566;95.215;-32.593;-108.948
1;0.104;0.495;0.504;104.126;-31.494;-114.563
1;-0.022;0.316;0.509;101.257;-25.513;-112.122
1;-0.076;0.189;0.563;89.6;-19.226;-99.243
1;-0.09;0.078;0.654;75.623;-20.569;-86.548
1;-0.139;-0.029;0.768;63.11;-29.48;-81.055
1;-0.187;-0.147;0.9;54.382;-36.499;-80.383
1;-0.252;-0.305;1.004;49.622;-33.447;-80.017
1;-0.249;-0.418;1.1;47.302;-21.79;-73.975
1;-0.216;-0.445;1.202;45.593;-11.475;-67.2
1;-0.231;-0.452;1.296;45.288;-7.568;-64.453
1;-0.274;-0.474;1.367;48.523;-3.906;-65.125
1;-0.341;-0.516;1.425;55.603;5.066;-68.787
1;-0.43;-0.532;1.469;62.622;20.569;-72.083
1;-0.51;-0.565;1.483;65.552;42.114;-76.66
1;-0.629;-0.764;1.562;68.237;67.871;-93.689
1;-0.698;-1.013;1.572;71.716;94.421;-119.019
1;-0.755;-1.192;1.461;72.693;112;-135.376
1;-0.839;-1.41;1.328;83.008;122.803;-147.034
1;-1.021;-1.588;1.144;100.281;125.732;-147.766
1;-0.959;-1.698;0.911;112.915;124.084;-129.761
1;-0.909;-1.696;0.729;114.929;121.338;-85.938
1;-0.709;-1.549;0.667;106.14;98.755;-44.189
1;-0.484;-1.417;0.656;94.238;55.298;-23.865
1;-0.271;-1.321;0.602;79.651;23.621;-8.606
1;-0.1;-1.224;0.591;59.937;8.667;14.099
1;0.051;-1.074;0.596;39.795;-2.075;35.461
1;0.193;-0.96;0.661;24.536;-11.414;52.002
1;0.323;-0.794;0.764;15.93;-17.395;67.261
1;0.44;-0.57;0.902;12.146;-10.925;81.055
1;0.483;-0.349;0.954;16.479;-2.502;83.557
1;0.528;-0.103;0.942;28.564;-2.014;78.247
1;0.645;0.079;1.012;37.781;-9.827;67.383
1;0.627;0.024;0.974;32.959;-4.7;53.345
1;0.614;-0.018;0.938;20.874;7.141;34.912
1;0.605;-0.034;0.975;12.817;8.24;20.325
1;0.574;-0.043;1.035;16.052;3.967;6.775
1;0.551;-0.082;0.992;27.649;2.93;-4.272
1;0.536;-0.156;0.877;38.025;3.906;-12.817
1;0.49;-0.265;0.803;40.1;1.282;-20.447
1;0.333;-0.269;0.872;34.668;0.793;-27.649
1;0.342;-0.357;0.722;26.367;14.893;-30.884
1;0.296;-0.51;0.696;26.367;22.095;-29.358
1;0.241;-0.485;0.62;27.588;23.682;-24.78
1;0.192;-0.474;0.62;28.015;23.193;-19.287
1;0.194;-0.524;0.622;25.94;24.597;-15.93
1;0.2;-0.507;0.626;21.484;25.024;-9.277
1;0.204;-0.554;0.592;17.822;21.118;-3.967
1;0.177;-0.547;0.594;15.564;16.357;2.136
1;0.115;-0.508;0.681;10.193;13;7.446
1;0.15;-0.516;0.704;3.296;11.902;13.794
1;0.156;-0.421;0.85;4.578;8.484;19.104
1;0.154;-0.356;0.951;10.803;11.292;13.672
1;0.155;-0.348;0.88;16.602;19.653;10.498
1;0.176;-0.401;0.828;22.644;24.414;11.719
1;0.177;-0.464;0.752;17.273;23.254;12.756
1;0.162;-0.479;0.778;2.502;18.555;12.573
1;0.151;-0.489;0.826;-13;15.625;12.939
1;0.162;-0.477;0.792;-18.372;12.756;15.442
1;0.135;-0.536;0.858;-14.648;11.292;17.578
1;0.152;-0.562;0.798;-18.86;13.977;20.325
1;0.185;-0.538;0.794;-26.184;17.822;22.888
1;0.15;-0.566;0.807;-24.963;20.264;22.644
1;0.187;-0.578;0.741;-17.395;18.25;24.963
1;0.222;-0.54;0.813;-3.54;15.198;27.161
1;0.156;-0.515;0.858;16.052;19.531;22.888
1;0.092;-0.595;0.857;37.903;29.846;21.484
1;0.23;-0.658;0.767;49.5;33.691;26.794
1;0.077;-0.659;0.697;48.462;33.02;42.297
1;0.167;-0.753;0.633;30.151;25.696;52.551
